# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Sep 26 16:49:42 EAT 2024 [seed=1727358581515]
# ../beast_run/timetree_beast.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.Kenyan.Other	location.rates.Other.Kenyan	location.indicators.Kenyan.Other	location.indicators.Other.Kenyan	location.nonZeroRates	location.branchRates	location.treeLikelihood
451000	-233.251743840473	-42.222061076688675	-191.02968276378434	0.24448778032851998	0.24448778032852028	3.6981160897890386	0.11195903839858536	1.0	1.0	2.0	0.0	-191.02968276378434
452000	-230.88216360371482	-39.67718551367788	-191.20497809003695	0.24588002359226868	0.24588002359226854	0.9944849987551819	0.043557301992702704	1.0	1.0	2.0	0.0	-191.20497809003695
453000	-231.01241892041756	-47.956703163345004	-183.05571575707256	0.281925070492895	0.2819250704928949	3.4396835956167005	0.0019037172925762365	1.0	1.0	2.0	0.0	-183.05571575707256
454000	-230.70628393279569	-38.6840473217182	-192.0222366110775	0.23464368129424448	0.2346436812942441	1.869446541937792	0.00924354787102399	1.0	1.0	2.0	0.0	-192.0222366110775
455000	-230.16430751508554	-47.597400350468654	-182.56690716461688	0.2897202615139975	0.2897202615139969	1.7868778938763146	0.025809064923895158	1.0	1.0	2.0	0.0	-182.56690716461688
456000	-228.66063059571252	-43.73092814251096	-184.92970245320154	0.27245523825032913	0.2724552382503292	0.7555431114919442	0.0031309620962687345	1.0	1.0	2.0	0.0	-184.92970245320154
457000	-232.74034220537055	-42.96950323864457	-189.770838966726	0.260198244640388	0.260198244640388	1.9870313133320998	0.00807852142396013	1.0	1.0	2.0	0.0	-189.770838966726
458000	-228.90656107739147	-46.59129459691766	-182.3152664804738	0.29278562596806323	0.2927856259680624	0.3049593462917014	0.002468265640878072	1.0	1.0	2.0	0.0	-182.3152664804738
459000	-228.37072435363072	-42.55921069780788	-185.81151365582284	0.2686092160472994	0.2686092160472989	0.21324267965593463	4.929771874808812E-4	1.0	1.0	2.0	0.0	-185.81151365582284
460000	-229.5800681557726	-46.426080168093335	-183.15398798767927	0.2835098725410646	0.2835098725410644	1.6389975815633335	0.013820802553252777	1.0	1.0	2.0	0.0	-183.15398798767927
461000	-231.4738409238932	-37.07158200817776	-194.40225891571544	0.220407023927537	0.22040702392753664	2.549573519161956	0.041755945069027474	1.0	1.0	2.0	0.0	-194.40225891571544
462000	-231.44976418463168	-48.1003845655411	-183.34937961909057	0.29157455293220697	0.29157455293220635	1.9759691504126395	0.037748858920188234	1.0	1.0	2.0	0.0	-183.34937961909057
463000	-229.07209921792008	-36.27554099979004	-192.79655821813006	0.22282175313885205	0.2228217531388515	1.399221516122207	0.0015579494230460124	1.0	1.0	2.0	0.0	-192.79655821813006
464000	-229.0372868743737	-42.099844479169434	-186.93744239520427	0.25872763344631233	0.2587276334463109	1.3469993072178785	0.01823043508674356	1.0	1.0	2.0	0.0	-186.93744239520427
465000	-228.4724896999318	-45.28606007235853	-183.18642962757326	0.28065254712311777	0.28065254712311744	0.9758661636562019	0.002368833335363206	1.0	1.0	2.0	0.0	-183.18642962757326
466000	-228.8507023286503	-39.071365569587925	-189.77933675906237	0.2437141091361179	0.2437141091361175	0.77237206827299	0.013246104200786169	1.0	1.0	2.0	0.0	-189.77933675906237
467000	-234.2775345736136	-47.314050431261805	-186.9634841423518	0.2819762995120852	0.28197629951208447	2.6915803355457655	0.09900938409543081	1.0	1.0	2.0	0.0	-186.9634841423518
468000	-228.0184156330219	-40.03366406585065	-187.98475156717126	0.25293619409774876	0.25293619409774826	0.24133529673739623	0.00214939682864485	1.0	1.0	2.0	0.0	-187.98475156717126
469000	-229.0300270745584	-35.78423346825034	-193.24579360630807	0.22588875453433135	0.22588875453433133	0.4048961716038224	0.0035855974332019555	1.0	1.0	2.0	0.0	-193.24579360630807
470000	-229.67658683800883	-40.64396128698413	-189.0326255510247	0.2478743466472903	0.2478743466472898	1.6594815015799707	0.019972348796480296	1.0	1.0	2.0	0.0	-189.0326255510247
471000	-231.5392916597788	-51.287179938870935	-180.25211172090786	0.3121248306467384	0.31212483064673796	1.8309877745464531	0.024413478562743816	1.0	1.0	2.0	0.0	-180.25211172090786
472000	-228.43860955976118	-44.215649579722125	-184.22295998003906	0.27444140750852425	0.2744414075085242	0.9123939132625433	0.0073585096072486585	1.0	1.0	2.0	0.0	-184.22295998003906
473000	-232.86892165798434	-46.6099191826972	-186.25900247528713	0.2817713729991791	0.28177137299917876	2.0135468056961554	0.1062929091904907	1.0	1.0	2.0	0.0	-186.25900247528713
474000	-233.81262459591883	-44.222892038461964	-189.58973255745687	0.250854031275989	0.2508540312759884	4.618028959302912	0.1542945613967002	1.0	1.0	2.0	0.0	-189.58973255745687
475000	-229.18020841589254	-40.20321919898373	-188.9769892169088	0.24859658630031392	0.24859658630031373	1.116662890405527	0.0042269536804508435	1.0	1.0	2.0	0.0	-188.9769892169088
476000	-232.53380072646664	-35.647927884102025	-196.88587284236462	0.21446516769455468	0.21446516769455476	2.0857675418608888	0.052923298351600215	1.0	1.0	2.0	0.0	-196.88587284236462
477000	-231.28508601635528	-33.6007933420778	-197.6842926742775	0.20619254064826933	0.20619254064826917	1.4287671199472523	0.01534237085528378	1.0	1.0	2.0	0.0	-197.6842926742775
478000	-231.8981975276689	-47.513814139850204	-184.3843833878187	0.27374189039114327	0.2737418903911433	4.31234359297123	0.019555572802669757	1.0	1.0	2.0	0.0	-184.3843833878187
479000	-231.24731647530243	-33.925590689666116	-197.32172578563632	0.2089404710305118	0.2089404710305113	1.299707613655928	0.01983350225056482	1.0	1.0	2.0	0.0	-197.32172578563632
480000	-229.57329702372004	-43.011713275020966	-186.56158374869906	0.26878176424908695	0.26878176424908684	0.6210656569329867	0.01705054557193261	1.0	1.0	2.0	0.0	-186.56158374869906
481000	-232.45105063745171	-44.13125930799885	-188.31979132945287	0.2555472820695769	0.2555472820695766	3.8823956728660405	0.03285097301123412	1.0	1.0	2.0	0.0	-188.31979132945287
482000	-229.6133972913094	-45.716536814264906	-183.8968604770445	0.27560685141136765	0.2756068514113677	2.2219793601641045	0.008765302958203125	1.0	1.0	2.0	0.0	-183.8968604770445
483000	-232.44209763853993	-40.00516397684467	-192.43693366169526	0.2300876006698851	0.23008760066988448	3.886980217351898	0.056705718237231154	1.0	1.0	2.0	0.0	-192.43693366169526
484000	-229.426933468286	-42.673149813902384	-186.75378365438362	0.263189791980706	0.26318979198070547	1.1953719143654853	0.01567093359405329	1.0	1.0	2.0	0.0	-186.75378365438362
485000	-227.59939199319166	-44.366773021852	-183.23261897133966	0.27954872132808284	0.27954872132808184	0.2385357328234039	2.3091116722066381E-4	1.0	1.0	2.0	0.0	-183.23261897133966
486000	-232.31428582489548	-35.43995493897035	-196.87433088592513	0.21354331228404447	0.2135433122840442	2.073029838168459	0.008371123487149187	1.0	1.0	2.0	0.0	-196.87433088592513
487000	-228.74432407450504	-44.71268399960278	-184.03164007490227	0.2783509569283963	0.27835095692839656	0.7689693309429307	0.010838874134720773	1.0	1.0	2.0	0.0	-184.03164007490227
488000	-232.33872947444723	-47.24499117426227	-185.09373830018495	0.2772714284373833	0.27727142843738317	3.396774235254572	0.0912175712951084	1.0	1.0	2.0	0.0	-185.09373830018495
489000	-229.4316767747606	-42.48989513789266	-186.94178163686794	0.2595755345153517	0.2595755345153512	1.6091482096299858	0.007882549624394324	1.0	1.0	2.0	0.0	-186.94178163686794
490000	-232.3490428588687	-43.21062333512892	-189.13841952373977	0.2502196306774508	0.25021963067745034	3.8413327113738913	0.022202740938525097	1.0	1.0	2.0	0.0	-189.13841952373977
491000	-233.05415044202914	-51.25903818830497	-181.79511225372417	0.3047049781631464	0.3047049781631457	2.974375632564417	0.06039924326174443	1.0	1.0	2.0	0.0	-181.79511225372417
492000	-234.59211219794383	-58.40086385106065	-176.19124834688319	0.35691097664320076	0.35691097664320076	1.6665588064038013	0.01954605674682346	1.0	1.0	2.0	0.0	-176.19124834688319
493000	-232.93672446865747	-34.871059559469344	-198.06566490918811	0.20551480521639703	0.20551480521639684	2.7579691961115698	0.06724932693404917	1.0	1.0	2.0	0.0	-198.06566490918811
494000	-230.50145623304107	-47.36020131894346	-183.1412549140976	0.2842100786653413	0.28421007866534054	2.4442903635118314	0.028598674935436542	1.0	1.0	2.0	0.0	-183.1412549140976
495000	-229.73260453882176	-46.18347241142918	-183.54913212739257	0.2886379366549747	0.2886379366549739	0.5664630602341133	0.008551393639011824	1.0	1.0	2.0	0.0	-183.54913212739257
496000	-231.88700792903046	-45.80453203909679	-186.08247588993368	0.281168124137885	0.28116812413788406	1.3733034288628347	0.03941613540370448	1.0	1.0	2.0	0.0	-186.08247588993368
497000	-230.19768660948552	-42.11453192276608	-188.08315468671944	0.25315046467045904	0.2531504646704592	2.2710813600952062	0.01832455311248571	1.0	1.0	2.0	0.0	-188.08315468671944
498000	-229.57981646640587	-41.24848002149787	-188.331336444908	0.2533708842148723	0.2533708842148723	1.385255641858007	0.002149234924393977	1.0	1.0	2.0	0.0	-188.331336444908
499000	-231.43297515460102	-40.016570116016894	-191.41640503858412	0.23732383607813035	0.23732383607813004	2.7734099253273734	2.9798115261481435E-4	1.0	1.0	2.0	0.0	-191.41640503858412
500000	-230.15271813831308	-39.00197929464603	-191.15073884366706	0.23385905067899684	0.23385905067899654	2.300762700003685	0.023953721234066368	1.0	1.0	2.0	0.0	-191.15073884366706
501000	-231.3728376870958	-38.00215144203979	-193.370686245056	0.2277916818565868	0.22779168185658671	2.2910063856265346	0.024599478171524112	1.0	1.0	2.0	0.0	-193.370686245056
502000	-228.65554037154217	-40.78868410784231	-187.86685626369987	0.24968872903140138	0.2496887290314011	1.5247943122351475	0.0034027235186525695	1.0	1.0	2.0	0.0	-187.86685626369987
503000	-233.71057743092476	-47.04437555540603	-186.66620187551874	0.2960040264662435	0.29600402646624285	0.21880505120032076	0.01768901568624362	1.0	1.0	2.0	0.0	-186.66620187551874
504000	-233.28715433945104	-43.01954531134811	-190.26760902810292	0.255114734548776	0.2551147345487755	2.7243853741083077	0.14968631520516854	1.0	1.0	2.0	0.0	-190.26760902810292
505000	-231.7811778728606	-55.05460998156577	-176.72656789129485	0.3358181441500976	0.33581814415009686	1.767018623332336	0.001765430155508931	1.0	1.0	2.0	0.0	-176.72656789129485
506000	-231.15013253368744	-46.12957727814584	-185.0205552555416	0.27479648320333605	0.27479648320333505	2.7263202327400355	0.049503645211136864	1.0	1.0	2.0	0.0	-185.0205552555416
507000	-234.2837390714377	-47.3481059239202	-186.9356331475175	0.2722873554225891	0.272287355422589	4.230628347042732	0.17258095738210064	1.0	1.0	2.0	0.0	-186.9356331475175
508000	-231.0852952279113	-40.11525555727798	-190.97003967063333	0.23470517080154496	0.23470517080154488	3.2953948251770235	0.00446530757533645	1.0	1.0	2.0	0.0	-190.97003967063333
509000	-229.91502316165722	-39.57115393146726	-190.34386923018997	0.23682140786736475	0.2368214078673639	2.4033531031927233	0.006949445324363292	1.0	1.0	2.0	0.0	-190.34386923018997
510000	-229.0167626102151	-39.78127534884145	-189.23548726137366	0.24314285160304927	0.243142851603049	1.5877344700769513	0.0010077885232733623	1.0	1.0	2.0	0.0	-189.23548726137366
511000	-231.19862361017493	-40.37620111261877	-190.82242249755618	0.23985831618941542	0.23985831618941555	2.666268327511688	0.05340403318805582	1.0	1.0	2.0	0.0	-190.82242249755618
512000	-229.15718081259928	-36.68614473251408	-192.47103608008518	0.22877203438423518	0.2287720343842347	0.8306818814670457	0.008815741125134021	1.0	1.0	2.0	0.0	-192.47103608008518
513000	-229.21635250437427	-45.418024218741145	-183.79832828563312	0.27543495882807306	0.27543495882807284	1.9519830627439738	0.008256259284317466	1.0	1.0	2.0	0.0	-183.79832828563312
514000	-229.7015874230649	-36.80749704830129	-192.8940903747636	0.230834204861123	0.23083420486112163	0.6120762754399106	0.012030141807016214	1.0	1.0	2.0	0.0	-192.8940903747636
515000	-233.1643828897564	-41.73224324449628	-191.43213964526012	0.24466369229466534	0.24466369229466495	3.243250643913694	0.048304109458526305	1.0	1.0	2.0	0.0	-191.43213964526012
516000	-229.3541411133299	-47.21386481472804	-182.14027629860186	0.29013673074016	0.2901367307401588	1.34975769665816	0.011574024788311375	1.0	1.0	2.0	0.0	-182.14027629860186
517000	-235.352367788615	-33.108899853394355	-202.24346793522065	0.19240493979247847	0.19240493979247847	3.142270960120314	0.06600580397204961	1.0	1.0	2.0	0.0	-202.24346793522065
518000	-230.65439278975109	-43.11464553669359	-187.5397472530575	0.25708491201548395	0.2570849120154838	2.601232938924783	0.04665768604530685	1.0	1.0	2.0	0.0	-187.5397472530575
519000	-234.0767077117967	-48.51650751415911	-185.56020019763758	0.28720860295969297	0.28720860295969236	3.0954117987573513	0.04541398760014973	1.0	1.0	2.0	0.0	-185.56020019763758
520000	-229.04680568092073	-43.78599744969225	-185.26080823122848	0.2713592296725715	0.27135922967257037	0.9753117333150697	0.01703583568497612	1.0	1.0	2.0	0.0	-185.26080823122848
521000	-236.14498024812332	-53.93942521796785	-182.20555503015547	0.32816748396607304	0.328167483966072	1.7853886893076374	0.11240693093838139	1.0	1.0	2.0	0.0	-182.20555503015547
522000	-231.0634896756029	-49.52535909211767	-181.53813058348524	0.3008426715861495	0.30084267158614897	1.8934732470500968	0.03629521653763331	1.0	1.0	2.0	0.0	-181.53813058348524
523000	-227.71235263020392	-39.330420736612645	-188.3819318935913	0.24684778207307717	0.24684778207307695	0.5308556656056371	0.002532636633694674	1.0	1.0	2.0	0.0	-188.3819318935913
524000	-230.72353421879635	-42.07962142984309	-188.64391278895326	0.2501388746503657	0.25013887465036533	2.72034467621967	0.02536166897238743	1.0	1.0	2.0	0.0	-188.64391278895326
525000	-231.7435667835629	-44.96591521379164	-186.77765156977125	0.26242792938779824	0.2624279293877985	3.5960567334381532	0.03195219050819407	1.0	1.0	2.0	0.0	-186.77765156977125
526000	-236.14548299347848	-45.95623190021482	-190.18925109326366	0.26507001102258293	0.2650700110225825	3.8847821428126306	0.30284283022399466	1.0	1.0	2.0	0.0	-190.18925109326366
527000	-230.456185315977	-37.58966758173676	-192.86651773424023	0.2336283963263216	0.23362839632632088	0.9384533307064578	0.011607772084768438	1.0	1.0	2.0	0.0	-192.86651773424023
528000	-228.75303970294388	-34.35379521999456	-194.3992444829493	0.2185681062735095	0.21856810627350898	0.17189334349860133	0.0021246746108426113	1.0	1.0	2.0	0.0	-194.3992444829493
529000	-231.3060295561179	-44.9997808063185	-186.3062487497994	0.27207641771046354	0.2720764177104635	2.0201403975213776	0.06911754336424303	1.0	1.0	2.0	0.0	-186.3062487497994
530000	-236.89564743828794	-48.11619549453371	-188.77945194375422	0.2509351700213951	0.2509351700213942	8.540318902229671	0.11207331030827906	1.0	1.0	2.0	0.0	-188.77945194375422
531000	-229.9012326157702	-47.52593606074084	-182.37529655502937	0.2935198848996703	0.29351988489967	1.100716206257838	0.02179680521880775	1.0	1.0	2.0	0.0	-182.37529655502937
532000	-229.78256087934116	-35.08189835282635	-194.7006625265148	0.21649841599795505	0.2164984159979548	1.2322559766003034	0.008090651516339592	1.0	1.0	2.0	0.0	-194.7006625265148
533000	-230.27928479238537	-39.07600267759563	-191.20328211478974	0.23714741150317667	0.23714741150317564	1.8254703007019406	0.03646750874952877	1.0	1.0	2.0	0.0	-191.20328211478974
534000	-230.6783214455819	-47.25213022745567	-183.42619121812623	0.28410123075300736	0.28410123075300686	2.350041342083802	0.03250569671943629	1.0	1.0	2.0	0.0	-183.42619121812623
535000	-227.26357869167973	-37.476693393423055	-189.78688529825666	0.2379946168428649	0.23799461684286502	0.12421332929553215	1.3050977417862144E-4	1.0	1.0	2.0	0.0	-189.78688529825666
536000	-230.22322199398099	-46.6048044666439	-183.6184175273371	0.2759945321182059	0.2759945321182048	3.051089179248834	0.004757237407535768	1.0	1.0	2.0	0.0	-183.6184175273371
537000	-227.6206910436205	-39.06720007390354	-188.55349096971696	0.24741752223675262	0.24741752223675195	0.17574969088689546	0.0014687771215672767	1.0	1.0	2.0	0.0	-188.55349096971696
538000	-231.11513998072928	-42.2626326292915	-188.8525073514378	0.24350855830993134	0.24350855830993084	4.007089274639197	0.0033361658552073415	1.0	1.0	2.0	0.0	-188.8525073514378
539000	-231.9741442942186	-43.66641901334509	-188.3077252808735	0.2546058746546271	0.25460587465462686	3.59020848865786	0.0137226622344735	1.0	1.0	2.0	0.0	-188.3077252808735
540000	-228.82278405139022	-39.060668854345366	-189.76211519704486	0.2451753865571425	0.24517538655714258	0.5267148798670084	0.009776744953835305	1.0	1.0	2.0	0.0	-189.76211519704486
541000	-230.50141274016926	-44.05075668412279	-186.45065605604648	0.27482295224484854	0.274822952244849	0.6657214135895193	0.02696902254944221	1.0	1.0	2.0	0.0	-186.45065605604648
542000	-232.68260029671572	-39.46244585480807	-193.22015444190765	0.2444880505203201	0.24448805052031958	1.0119212074469777	0.03849461302138242	1.0	1.0	2.0	0.0	-193.22015444190765
543000	-229.8028132053818	-45.14861308785466	-184.65420011752713	0.2847425661627432	0.2847425661627424	0.17269915166313315	0.0018714225499369757	1.0	1.0	2.0	0.0	-184.65420011752713
544000	-229.6248083878899	-43.11427612899995	-186.51053225888998	0.2660993172447912	0.2660993172447908	1.1610395639985593	0.016850122932894382	1.0	1.0	2.0	0.0	-186.51053225888998
545000	-231.3788909586623	-34.97185015639903	-196.40704080226328	0.21724736855848586	0.21724736855848525	0.9777338284101249	0.030166742244664545	1.0	1.0	2.0	0.0	-196.40704080226328
546000	-230.9612389808274	-44.9344836483061	-186.0267553325213	0.2622058021640991	0.2622058021640994	3.6163598648799797	0.016430001299237048	1.0	1.0	2.0	0.0	-186.0267553325213
547000	-228.34508975040274	-39.39193273378482	-188.95315701661792	0.24341794878161466	0.2434179487816144	1.1509567798913725	0.003553846529175239	1.0	1.0	2.0	0.0	-188.95315701661792
548000	-230.3036722923816	-39.87980616406753	-190.42386612831407	0.248757663923946	0.24875766392394588	0.7412838879495338	0.029916243941946374	1.0	1.0	2.0	0.0	-190.42386612831407
549000	-229.78483071671275	-45.57977348365929	-184.20505723305345	0.27967110200458606	0.2796711020045856	1.4125873595032414	0.019242943905793647	1.0	1.0	2.0	0.0	-184.20505723305345
550000	-229.65013697329312	-43.70562344872385	-185.94451352456926	0.2646631277049537	0.2646631277049532	1.9981607030558304	0.005180903281861263	1.0	1.0	2.0	0.0	-185.94451352456926
551000	-230.80119101421	-31.173734798703947	-199.62745621550604	0.1960685518666601	0.19606855186666	0.6677631667732186	0.005636714926923585	1.0	1.0	2.0	0.0	-199.62745621550604
552000	-231.10841293942372	-50.431296938700164	-180.67711600072354	0.30253544465470183	0.30253544465470106	2.5563710180346533	0.0037903889101264967	1.0	1.0	2.0	0.0	-180.67711600072354
553000	-231.54734623317538	-46.15316129528722	-185.39418493788816	0.2746425473931543	0.2746425473931542	2.7573287928721504	0.06716139137789666	1.0	1.0	2.0	0.0	-185.39418493788816
554000	-229.3069357044655	-45.865169206038296	-183.4417664984272	0.28358477113254316	0.2835847711325424	1.062042713088041	0.017664982258434644	1.0	1.0	2.0	0.0	-183.4417664984272
555000	-237.4826855577561	-52.583337247267025	-184.89934831048907	0.3130250551189772	0.313025055118976	2.7497697114823	0.25530477137197155	1.0	1.0	2.0	0.0	-184.89934831048907
556000	-228.46756418109626	-42.89475583016975	-185.57280835092652	0.2652278847487683	0.265227884748768	1.0959839064464834	0.004430692235526627	1.0	1.0	2.0	0.0	-185.57280835092652
557000	-232.4002467342858	-37.88063014503479	-194.519616589251	0.21940890119074008	0.21940890119074005	3.5327824712987534	0.03068196487388996	1.0	1.0	2.0	0.0	-194.519616589251
558000	-231.89528972155207	-49.29261771017318	-182.6026720113789	0.291490068766393	0.29149006876639294	3.209536810510324	0.010171319318312992	1.0	1.0	2.0	0.0	-182.6026720113789
559000	-228.8389019856233	-37.80969470287009	-191.02920728275322	0.23964673747858165	0.2396467374785808	0.18487365114465606	0.0028230814511798056	1.0	1.0	2.0	0.0	-191.02920728275322
560000	-235.35681653014058	-54.42407004174848	-180.9327464883921	0.2994170219611939	0.29941702196119335	7.0062656896167494	0.05428928705341735	1.0	1.0	2.0	0.0	-180.9327464883921
561000	-230.1498622254376	-34.745612849779825	-195.40424937565777	0.21412220516751929	0.21412220516751873	1.2770239973860926	0.015410107867924844	1.0	1.0	2.0	0.0	-195.40424937565777
562000	-229.86307933613057	-39.310532145164146	-190.5525471909664	0.23842161322901737	0.2384216132290177	1.869359614716057	0.01912909952764708	1.0	1.0	2.0	0.0	-190.5525471909664
563000	-231.334744111358	-39.646592865912545	-191.68815124544545	0.24298208933237334	0.24298208933237306	1.4205195011852827	0.059772974681362334	1.0	1.0	2.0	0.0	-191.68815124544545
564000	-229.9710638106647	-34.007761637063176	-195.96330217360153	0.21147532783955436	0.21147532783955414	0.9848460447718708	0.002420702517851395	1.0	1.0	2.0	0.0	-195.96330217360153
565000	-231.41807354504783	-36.17047680073149	-195.24759674431635	0.21493266472372174	0.21493266472372122	2.578587675126414	0.006240286465429948	1.0	1.0	2.0	0.0	-195.24759674431635
566000	-231.43221661180596	-41.107100946748325	-190.32511566505764	0.24408159919471023	0.2440815991947102	2.6865082790815595	0.07488194548632122	1.0	1.0	2.0	0.0	-190.32511566505764
567000	-229.91667382043426	-37.93921690996628	-191.977456910468	0.23359324758589864	0.2335932475858976	1.2852511316370618	0.020097689678298697	1.0	1.0	2.0	0.0	-191.977456910468
568000	-229.4696750180803	-46.46253226931933	-183.00714274876097	0.28529902597124007	0.2852990259712399	1.38554168493388	0.0123151557871219	1.0	1.0	2.0	0.0	-183.00714274876097
569000	-230.93680215818142	-42.48697385528497	-188.44982830289644	0.2584213193310646	0.2584213193310641	1.747583535467839	0.05472119131059741	1.0	1.0	2.0	0.0	-188.44982830289644
570000	-229.17672406825542	-46.07496570891394	-183.1017583593415	0.2838818833435942	0.28388188334359465	1.2366112082121783	0.004498728042816773	1.0	1.0	2.0	0.0	-183.1017583593415
571000	-235.20979857388494	-47.13351775146061	-188.07628082242434	0.2601470151331045	0.26014701513310357	6.0122929536554395	0.1551839391761255	1.0	1.0	2.0	0.0	-188.07628082242434
572000	-229.64012580363897	-40.54748478121637	-189.09264102242258	0.2511034679197728	0.2511034679197731	1.0341812929006895	0.022048839224696738	1.0	1.0	2.0	0.0	-189.09264102242258
573000	-229.144165129822	-43.560799462347504	-185.5833656674745	0.2626094448003476	0.2626094448003475	2.190830471005967	0.00247123997478331	1.0	1.0	2.0	0.0	-185.5833656674745
574000	-229.2917206318549	-45.99367974516562	-183.29804088668928	0.2885063022037583	0.2885063022037579	0.3994693341879653	0.007189460074558198	1.0	1.0	2.0	0.0	-183.29804088668928
575000	-233.53974704428703	-53.77115614505547	-179.76859089923155	0.3196260390235707	0.3196260390235702	3.1039977248067623	0.014911660953877881	1.0	1.0	2.0	0.0	-179.76859089923155
576000	-231.5102543023437	-42.25902019980055	-189.25123410254315	0.25041551161290987	0.250415511612909	2.8559401173308596	0.02404062089835404	1.0	1.0	2.0	0.0	-189.25123410254315
577000	-231.34292395662044	-42.181608029918806	-189.16131592670163	0.247251192402156	0.24725119240215465	3.310415065331511	0.008346647505125853	1.0	1.0	2.0	0.0	-189.16131592670163
578000	-230.87631288562784	-49.561803186405704	-181.31450969922213	0.3059265732733921	0.3059265732733919	1.1130026291859454	0.025713434139982783	1.0	1.0	2.0	0.0	-181.31450969922213
579000	-232.5476731884504	-43.768621862428844	-188.77905132602154	0.25202185114599807	0.25202185114599757	4.03399007316151	0.09358198113914731	1.0	1.0	2.0	0.0	-188.77905132602154
580000	-232.30316540649628	-38.883025653313744	-193.42013975318253	0.24024093832772828	0.2402409383277279	1.1053190823502397	0.0587328191245103	1.0	1.0	2.0	0.0	-193.42013975318253
581000	-228.57142516256926	-43.162153334961026	-185.40927182760822	0.2721358518741296	0.27213585187412936	0.23715138555469897	0.004793846968842867	1.0	1.0	2.0	0.0	-185.40927182760822
582000	-229.70968738537482	-43.96099525838107	-185.74869212699375	0.2657222184384997	0.2657222184384991	2.0668023091548173	0.019273693953812062	1.0	1.0	2.0	0.0	-185.74869212699375
583000	-229.34216635662025	-41.75574925796048	-187.58641709865978	0.25783085569497055	0.25783085569497016	1.1540147123553095	0.013344601411707147	1.0	1.0	2.0	0.0	-187.58641709865978
584000	-231.60346580027002	-47.39658690519684	-184.20687889507317	0.273009038072028	0.27300903807202787	4.318454604263135	0.015634786271003256	1.0	1.0	2.0	0.0	-184.20687889507317
585000	-229.65552992064767	-44.796388413178065	-184.8591415074696	0.26815377745981417	0.2681537774598135	2.5154938459768803	0.009648230516549656	1.0	1.0	2.0	0.0	-184.8591415074696
586000	-233.15428520253997	-39.95968770388458	-193.19459749865538	0.22356005321408953	0.22356005321408964	4.93897728244137	0.02534009671768896	1.0	1.0	2.0	0.0	-193.19459749865538
587000	-228.0109827980352	-41.64351518452205	-186.36746761351316	0.26216047881845334	0.26216047881845284	0.34628948811099985	0.0029208410586177053	1.0	1.0	2.0	0.0	-186.36746761351316
588000	-231.3509738168767	-45.15859313074743	-186.19238068612927	0.2720455677750742	0.2720455677750741	2.2159281394713877	0.03716936062557757	1.0	1.0	2.0	0.0	-186.19238068612927
589000	-228.0595342458939	-41.09395390382547	-186.96558034206842	0.25489738154807057	0.2548973815480708	0.9825612269133575	0.0013651177073869722	1.0	1.0	2.0	0.0	-186.96558034206842
590000	-231.74657956702168	-46.323260147366284	-185.4233194196554	0.2683131212026262	0.26831312120262607	3.981472361834988	0.044570978879592264	1.0	1.0	2.0	0.0	-185.4233194196554
591000	-232.36109489276245	-44.303656910073244	-188.0574379826892	0.2788354798705781	0.27883547987057755	0.2718454666162253	0.01999977923003257	1.0	1.0	2.0	0.0	-188.0574379826892
592000	-229.67151195996607	-46.680749864864346	-182.99076209510173	0.2844272410358699	0.2844272410358689	1.7544853932088609	0.003581115268779366	1.0	1.0	2.0	0.0	-182.99076209510173
593000	-232.82355164207803	-51.15544154742612	-181.66811009465192	0.2964111936259779	0.29641119362597684	4.269466655880121	0.011803376483632314	1.0	1.0	2.0	0.0	-181.66811009465192
594000	-229.54603829437934	-37.04970680380885	-192.4963314905705	0.225509785669853	0.22550978566985236	1.7342059277018942	0.0016481409636201927	1.0	1.0	2.0	0.0	-192.4963314905705
595000	-229.47536707452278	-41.27618140476556	-188.1991856697572	0.2533456148619116	0.2533456148619106	1.3951539412500662	0.024073582872488376	1.0	1.0	2.0	0.0	-188.1991856697572
596000	-231.1302928760512	-45.937392698870646	-185.19290017718055	0.2733594982631505	0.27335949826315015	2.7872298328525535	0.030557809892412677	1.0	1.0	2.0	0.0	-185.19290017718055
597000	-230.2373656223376	-34.82361955521751	-195.4137460671201	0.22116875732001054	0.22116875732001037	0.21080699480372692	0.008104583468553748	1.0	1.0	2.0	0.0	-195.4137460671201
598000	-230.67027958103273	-38.59447045661237	-192.07580912442035	0.2336734834456746	0.23367348344567446	1.9175151408756121	0.029987921361175056	1.0	1.0	2.0	0.0	-192.07580912442035
599000	-230.6522954754007	-41.6409714395388	-189.01132403586192	0.24551447650506222	0.24551447650506175	3.0345631568293876	0.02690587212369874	1.0	1.0	2.0	0.0	-189.01132403586192
600000	-234.49125143758175	-53.22847482634707	-181.26277661123467	0.3035977672518934	0.3035977672518918	5.137015221673224	0.04741015363898694	1.0	1.0	2.0	0.0	-181.26277661123467
